id,First_Name,Last_Name,Email,Gender,Age,Date Sign Up,Cancellation Date,TrainerYN,Membership_Plan,How_Hear_About
983,Lefty,Teffrey,lteffreyra@home.pl,Female,96,2/23/2019,6/22/2014,TRUE,$15,Event
984,Jere,Perrett,jperrettrb@illinois.edu,Female,78,5/17/2021,6/5/2023,FALSE,$15,Word of mouth
985,Gladi,Kleinzweig,gkleinzweigrc@dailymotion.com,Other,43,10/21/2021,3/15/2022,TRUE,$60,and Other
986,Wayland,Sitford,wsitfordrd@slideshare.net,Male,99,7/22/2016,,FALSE,$30,Television
987,Ian,Loney,iloneyre@topsy.com,Female,61,9/11/2018,1/8/2023,FALSE,$30,Email newsletter
988,Brooke,Emerine,bemerinerf@photobucket.com,Male,56,3/31/2014,10/26/2021,TRUE,$30,Print media
989,Rhys,Whates,rwhatesrg@eventbrite.com,Male,22,5/19/2016,,TRUE,$60,Television
990,Tonye,Eglin,teglinrh@gizmodo.com,Female,24,2/17/2017,,TRUE,$60,Internet search
991,Emeline,Allbones,eallbonesri@friendfeed.com,Female,86,3/10/2014,1/13/2018,TRUE,$30,Radio
992,Cristen,Ackred,cackredrj@slate.com,Other,52,1/21/2023,,TRUE,$30,Advertisement
993,Ilysa,Wimlet,iwimletrk@wunderground.com,Male,28,12/6/2021,11/30/2021,TRUE,$30,Word of mouth
994,Royce,Carruth,rcarruthrl@illinois.edu,Other,84,12/3/2023,,TRUE,$30,Television
995,Haley,Pencot,hpencotrm@java.com,Female,49,5/4/2014,7/22/2023,TRUE,$30,Event
996,Elonore,Kitchingman,ekitchingmanrn@fastcompany.com,Female,34,5/12/2023,10/13/2022,TRUE,$30,Word of mouth
997,Vivyan,Webber,vwebberro@oakley.com,Male,65,8/8/2023,9/9/2014,TRUE,$30,Radio
998,Lancelot,Vinsen,lvinsenrp@merriam-webster.com,Other,87,8/27/2023,2/20/2020,FALSE,$60,Internet search
999,Carr,Sollowaye,csollowayerq@biblegateway.com,Other,36,1/27/2020,10/16/2014,TRUE,$30,Television
1000,Barth,Anespie,banespierr@china.com.cn,Female,65,7/29/2021,1/28/2018,FALSE,$30,Internet search
